book_id,customer_ratings,helpful_votes,total_votes,price
12442344,5,7,9,2.549481546
28199474,5,3,4,2.551895471
51858468,5,7,8,2.583781481
52900835,1,6,72,2.176091259
49944440,5,4,5,2.508906307
52074129,5,4,5,2.508906307
51882128,5,0,0,2.671677871
52629078,5,2,9,2.749203526
38566822,3,5,5,2.530477967
33403990,5,3,3,2.560099599
52704400,3,4,4,2.448174707
31126884,5,1,2,2.548480427
14831507,5,2,4,2.723786808
51793668,5,3,3,2.560099599
48815716,3,12,13,2.834737601
13007468,4,2,2,2.531223906
44857594,1,1,1,2.392679156
36962670,5,1,2,2.548480427
36962670,5,4,6,2.62273894
12260490,1,4,73,3.720490068
48528885,2,14,29,2.741939078
32949073,5,6,8,2.594396235
14355460,2,16,22,2.178976947
16121903,4,22,32,2.23299611
48815716,5,0,0,2.671677871
48709711,2,9,12,2.442917985
29333185,5,2,2,2.572493593
52995581,5,3,5,2.634468861
27132464,3,3,7,2.370674682
24953432,5,2,3,2.563658776
28145842,4,3,5,2.622910931
50167351,4,19,21,2.892343184
50342732,5,6,6,2.649940707
35164726,5,5,5,2.59997417
51845794,5,14,14,2.695750948
49835502,2,33,47,2.870076012
52889913,5,3,3,2.560099599
50001908,5,5,8,2.634207078
52986253,5,17,18,2.686412249
34804593,5,0,0,2.671677871
52007302,3,3,13,2.777426822
50993506,1,16,34,2.684845362
31126884,5,77,80,2.568201724
52416902,1,0,0,2.410031731
43118934,4,13,14,2.55701995
37773675,4,10,11,2.429436903
30940948,4,1,12,2.397592295
24826641,5,4,4,2.595183079
26459431,5,0,0,2.671677871
29404003,1,11,15,2.771587481
51848931,4,21,22,2.276461804
27135667,5,3,4,2.551895471
25120675,5,18,33,2.923244019
51916630,1,44,75,2.408239965
29278997,4,3,4,2.597303148
52489575,5,20,20,2.499456453
42481501,3,1,1,2.579576635
45979403,4,11,11,2.756000012
47676713,5,3,3,2.560099599
36491330,5,8,8,2.49979011
13007468,3,2,3,2.395358132
52992885,5,4,5,2.508906307
53049480,5,6,11,2.742860713
36637276,1,0,2,2.721599694
50326477,5,4,5,2.508906307
15775323,1,34,46,2.772321707
12320567,5,2,2,2.572493593
37318258,5,17,21,2.545142348
17080832,2,10,30,3.054995862
36652038,3,1,5,2.897454047
26288374,4,0,0,2.68888917
39087695,5,4,6,2.62273894
32297954,5,3,25,2.582176428
33672057,2,2,2,2.552251748
39590713,5,62,74,2.11058971
37531239,3,7,24,2.644438589
49325342,1,4,4,2.556302501
30147914,5,16,17,2.466678116
51853970,5,12,13,2.535468524
41538782,5,0,0,2.671677871
13554323,5,2,3,2.563658776
51798575,5,10,16,2.472448514
35200060,5,4,8,2.240244891
52947792,1,4,20,2.309630167
33672057,4,0,0,2.68888917
49928458,5,6,6,2.649940707
43717621,4,29,32,2.893761762
37534349,3,12,13,2.834737601
33953473,5,13,23,2.394451681
52783335,2,13,16,2.352182518
37928338,1,9,17,2.718501689
33234975,5,24,27,2.506148591
24302771,2,3,14,1.72427587
51972611,5,0,0,2.671677871
52582053,5,4,5,2.508906307
36334473,5,8,8,2.49979011
30667473,5,6,14,3.039810554
52851837,4,2,6,2.779703719
29683790,5,9,9,2.642449808
15301099,4,29,29,2.745074792
37831369,3,4,11,2.898351452
39590713,5,14,15,2.608348249
25120675,4,6,11,2.79785831
38165225,4,3,5,2.622910931
52856748,2,2,3,2.552251748
42716494,5,1,1,2.662567421
39465711,5,13,14,2.569201992
52229186,5,1,1,2.662567421
35481981,5,3,3,2.560099599
48974088,3,1,5,2.897454047
13645370,4,2,5,2.577337819
49858068,5,2,6,2.603311662
53089838,5,1,1,2.662567421
13562699,1,1,5,2.624282096
52470422,5,0,0,2.671677871
14413636,4,6,9,2.161440287
52862483,5,28,32,2.674419888
52228079,3,212,227,2.592176757
52709697,5,24,25,2.576096504
36579088,5,90,94,2.574031268
52142938,5,4,4,2.595183079
35928738,5,1,7,2.550228353
25476236,5,3,5,2.634468861
30393140,5,7,7,2.561863602
52765978,5,1,9,2.450085212
52499091,5,13,14,2.569201992
52859935,5,5,7,2.502151243
34529115,4,0,2,2.611666993
39199137,5,4,5,2.508906307
47470073,5,11,13,2.713168011
49838801,5,0,0,2.671677871
37471988,5,10,12,2.566302549
17335561,3,12,14,2.31701684
52383834,4,9,14,2.96425963
12289921,5,13,16,2.688091335
40608364,5,3,5,2.634468861
21168704,3,1,10,2.720985744
12296044,5,0,1,2.591060372
15423582,5,7,8,2.583781481
45846680,4,5,7,2.625090483
29181451,4,2,2,2.531223906
12309772,5,2,2,2.572493593
37806087,1,6,8,2.638216332
50819479,4,1,2,2.558909412
52707081,3,18,18,2.697213582
50205886,4,3,4,2.597303148
46426671,4,0,0,2.68888917
53088371,2,4,12,2.514590395
42024555,5,13,17,2.516441795
52571030,3,2,3,2.395358132
44422841,5,2,3,2.563658776
50593301,5,29,40,2.673567392
47819447,5,4,8,2.240244891
34312036,5,2,5,2.676386169
49959488,5,6,6,2.649940707
50443430,5,2,4,2.723786808
49848956,5,0,2,2.783663576
31873283,5,1,2,2.548480427
40830240,3,3,5,2.52163448
51099834,3,0,0,2.607900921
52036653,5,17,18,2.686412249
46356465,5,2,3,2.563658776
31340738,5,7,7,2.561863602
16021648,4,9,9,2.542318009
23445968,5,31,32,2.748584183
16139148,2,19,27,2.053078443
46008310,2,18,26,2.987666265
12911783,5,13,14,2.569201992
16232055,4,2,4,2.476327883
48518789,4,6,6,2.558109645
52572580,4,8,10,2.847461344
27260962,1,41,56,3.000434077
40226862,5,4,4,2.595183079
35923944,5,3,12,2.498310554
17407314,5,12,12,2.640762237
37304756,5,8,8,2.49979011
52649318,5,8,10,2.632174342
49145398,5,3,3,2.560099599
12289921,5,16,23,2.427019351
53027526,5,0,0,2.671677871
40700043,5,2,7,2.400892161
52985411,5,0,0,2.671677871
51933772,5,5,5,2.59997417
42730287,5,4,12,2.638489257
41058004,3,0,1,2.752670513
32089580,5,10,10,2.593422249
51838418,4,3,5,2.622910931
36202074,5,121,125,2.875061263
52448392,4,2,2,2.531223906
40855162,4,0,3,2.847034239
51087879,4,22,24,2.822888159
52501449,5,4,8,2.240244891
51674753,4,1,7,2.656043754
52412798,5,2,3,2.563658776
34508480,5,23,26,2.890426813
34209798,3,8,15,2.477121255
41740301,1,3,9,2.582788337
38230067,5,8,8,2.49979011
12327674,3,9,10,2.639468212
36618759,5,5,14,2.886454097
35822050,5,0,0,2.671677871
52536533,5,5,5,2.59997417
51844851,5,14,15,2.608348249
43869205,1,2,12,2.610660163
36334473,5,11,12,2.507005774
49369115,5,51,67,2.269512944
47296443,3,5,6,2.60051455
51933772,5,11,11,2.587868598
37266718,4,12,14,2.339915844
38506218,4,2,3,2.620697396
51265921,1,1,59,2.530199698
38143293,5,10,10,2.593422249
38198888,5,1,2,2.548480427
47247198,4,6,9,2.161440287
51845794,5,8,8,2.49979011
48481716,4,4,4,2.520843765
49944440,5,9,9,2.642449808
47247198,3,110,114,2.372912003
53089838,3,2,4,2.460634476
38506218,3,4,10,2.06069784
13554323,5,1,2,2.548480427
20344719,5,28,32,2.674419888
50963350,5,3,4,2.551895471
53049480,4,2,2,2.531223906
39320923,5,29,31,2.615451708
50726056,5,10,11,2.728432893
15775323,1,10,20,2.620136055
28139925,4,3,3,2.462969623
33672057,4,0,0,2.68888917
33403990,5,13,14,2.569201992
42371619,4,3,3,2.462969623
16983817,4,1,5,2.08278537
51273323,5,1,3,2.558950495
34162536,5,1,2,2.548480427
51273323,5,0,0,2.671677871
52572580,5,4,6,2.62273894
36581839,5,1,2,2.548480427
44422841,5,5,6,2.491603376
13065798,5,3,7,2.823551048
44113999,5,13,13,2.533412638
52350147,4,23,25,2.614512064
24450788,5,19,22,2.562292864
46008310,3,10,23,2.669918434
51192247,4,0,0,2.68888917
27960303,4,21,21,2.518822983
52480166,4,26,29,2.745074792
33234975,4,5,5,2.638242332
49565824,5,2,2,2.572493593
36334473,5,32,33,2.613841822
47650566,5,4,5,2.508906307
35796022,4,6,7,2.741348166
35548496,5,1,1,2.662567421
37806087,2,18,22,2.271816766
37806087,5,1,3,2.558950495
50174009,5,52,52,2.77524626
12760662,5,2,4,2.723786808
52476277,5,1,6,2.392450698
43060528,5,72,77,2.509202522
51933772,3,1,4,2.744551598
53027526,5,1,3,2.558950495
12767333,5,2,2,2.572493593
50756059,2,2,10,2.406557211
39343633,4,1,2,2.558909412
32569557,4,1,2,2.558909412
44358878,5,5,6,2.491603376
16905600,5,7,7,2.561863602
46026224,5,106,108,2.1430148
48492681,4,225,230,2.309481119
52690740,4,1,1,2.589241108
12300222,4,6,6,2.558109645
52111499,5,7,8,2.583781481
28054612,1,3,12,3.83511959
53026676,2,0,0,2.410031731
51109330,5,1,2,2.548480427
26481823,4,0,0,2.68888917
51834823,3,5,5,2.530477967
44206535,5,9,12,2.468742115
50205886,5,5,5,2.59997417
18460999,5,11,12,2.507005774
12442740,5,3,3,2.560099599
37475607,3,17,24,2.491361694
53049480,4,8,11,2.752318203
42151519,5,0,0,2.671677871
46772272,5,5,6,2.491603376
52783335,5,18,34,1.612783857
35355531,5,1,2,2.548480427
45846680,4,4,7,2.6528579
49858068,5,6,15,2.80130126
49944440,5,7,8,2.583781481
52572139,4,14,15,2.532612408
49463193,4,0,0,2.68888917
48762097,5,4,12,2.638489257
51664549,2,1,3,2.03338447
12294557,2,1,3,2.03338447
50523404,5,6,6,2.649940707
16021648,5,23,24,2.53589163
52547971,5,27,34,2.574031268
51809674,5,5,8,2.634207078
50983968,5,31,34,2.574031268
24495161,5,44,44,3.430719888
32463030,4,23,24,2.822888159
51933772,5,11,11,2.587868598
52547679,3,3,5,2.52163448
37806087,4,2,2,2.531223906
51632453,1,24,26,2.495544338
51039715,1,27,31,2.77815125
49099355,5,14,14,2.695750948
49580074,4,13,14,2.55701995
12301743,5,3,3,2.560099599
52766437,5,5,9,2.372912003
23792624,5,0,0,2.671677871
31283770,4,1,5,2.08278537
39087695,5,2,2,2.572493593
16326880,4,6,7,2.741348166
52950684,4,0,0,2.68888917
31297439,3,5,10,2.267171728
29545321,5,3,5,2.634468861
50850444,4,3,4,2.597303148
18809631,5,19,19,2.747780686
18995742,5,15,19,1.949390007
44231209,2,7,16,2.731798207
30544371,5,0,7,2.55199438
53095106,5,0,0,2.671677871
52172447,4,2,2,2.531223906
35558126,4,29,31,2.893761762
51261849,1,8,14,2.480006943
51176974,5,12,12,2.640762237
26563025,4,9,10,2.768993759
42946527,5,1,1,2.662567421
49714844,5,1,1,2.662567421
50850444,5,2,3,2.563658776
49709891,5,4,7,2.585427305
53005995,5,13,18,2.516441795
46364408,4,3,7,2.904724028
51032046,5,17,24,2.683047038
49049652,5,7,8,2.583781481
36154891,5,16,17,2.466678116
40882846,3,38,43,2.813580989
32949073,4,9,11,2.312843244
33587739,5,7,7,2.561863602
44692964,5,0,1,2.591060372
35501691,4,14,16,2.342041505
36254535,3,9,11,2.873603469
52022164,3,10,18,2.669918434
50917559,1,11,21,2.361727836
36080263,5,2,2,2.572493593
51649444,3,24,28,2.608526034
52920162,5,6,6,2.649940707
37396382,4,0,1,2.510242662
40147200,5,3,4,2.551895471
51110742,4,15,15,2.723522887
50996154,5,1,1,2.662567421
52845727,5,1,1,2.662567421
27123072,5,14,14,2.695750948
38672284,5,4,4,2.595183079
37302260,5,12,12,2.640762237
26285016,3,0,6,3.156549151
51158095,5,46,51,2.683947131
51705371,2,2,4,2.583047729
46960060,2,2,5,2.49487549
33093462,4,1,4,2.52676267
44371364,4,0,0,2.68888917
31269203,5,2,3,2.563658776
34674970,5,9,10,2.679930738
52581672,5,4,4,2.595183079
45921717,5,41,54,2.562292864
51945305,5,3,8,2.225124555
24650111,5,3,3,2.560099599
49808640,4,2,4,2.476327883
41905526,4,3,4,2.597303148
49035438,5,6,8,2.594396235
51154091,5,13,15,2.288070401
48464133,5,5,7,2.502151243
48954605,4,3,5,2.622910931
33356191,2,41,45,2.910624405
30564332,4,7,8,2.459746227
17648246,5,60,63,2.276461804
26259563,5,6,6,2.649940707
52056011,5,2,3,2.563658776
52783272,5,9,9,2.642449808
13983853,5,41,42,2.515299861
47235359,5,3,5,2.634468861
12309340,5,5,6,2.491603376
15335422,5,19,34,1.612783857
13877322,5,4,4,2.595183079
25853482,5,0,0,2.671677871
15800252,2,5,5,2.631443769
16829939,5,25,25,2.482608431
53010391,5,10,10,2.593422249
40226851,4,1,1,2.589241108
50907622,5,3,3,2.560099599
49931443,5,348,363,2.619093331
16241363,1,11,31,2.465382851
49252478,1,77,99,2.245512668
50551538,4,38,40,2.813580989
37309890,5,2,3,2.563658776
41658759,5,11,11,2.587868598
49635918,5,66,66,2.356025857
12329006,5,5,5,2.59997417
26802692,4,21,44,2.568495067
26659820,4,21,23,2.380211242
48620187,5,6,6,2.649940707
32916754,5,4,6,2.62273894
25961118,5,0,2,2.783663576
42496977,3,15,16,2.720159303
50891828,5,14,18,3.360809311
25862303,4,11,11,2.756000012
17249564,4,5,5,2.638242332
52923690,5,8,9,2.453652861
27952807,4,16,17,2.470886331
35502442,3,6,9,2.861894604
17912805,4,14,16,2.342041505
49355567,4,4,4,2.520843765
18312012,4,1,4,2.52676267
37642584,5,50,51,2.350248018
27510911,2,9,11,2.451786436
52468899,5,3,3,2.560099599
51361512,4,3,3,2.462969623
50786659,2,2,5,2.49487549
37302260,3,3,7,2.370674682
32949073,5,31,35,2.457881897
40694263,3,28,40,2.294466226
50783302,5,128,143,2.276461804
51115732,4,2,4,2.476327883
49049652,5,8,8,2.49979011
52761417,2,2,5,2.49487549
53013760,3,1,1,2.579576635
49709891,1,15,35,2.962842681
50416257,3,25,27,2.450249108
37424261,3,1,3,2.721440182
53051790,4,32,36,2.440909082
29377170,5,3,5,2.634468861
49822451,5,21,24,2.518856639
17652677,1,6,11,2.571708832
51084752,3,45,51,2.669316881
49831108,4,3,7,2.904724028
53037432,5,59,63,2.44870632
13545420,5,2,2,2.572493593
13990897,5,1,1,2.662567421
48992285,5,7,7,2.561863602
48249859,5,7,7,2.561863602
32082416,5,1,2,2.548480427
35605875,4,2,2,2.531223906
28407677,3,2,6,2.886340512
51933772,5,3,5,2.634468861
29177055,5,1,1,2.662567421
35836418,5,28,28,2.362240339
52758012,5,2,2,2.572493593
17595725,5,6,6,2.649940707
43193258,5,2,3,2.563658776
37424261,1,15,22,2.624282096
32172800,1,0,2,2.721599694
52307667,5,7,8,2.583781481
37424261,1,27,28,2.545307116
49876341,5,8,8,2.49979011
52966114,5,50,58,1.84509804
50702879,4,85,103,2.603144373
52441867,5,7,7,2.561863602
14808046,5,1,2,2.548480427
47552649,5,0,1,2.591060372
50506542,2,6,15,2.731798207
50288719,5,1,3,2.558950495
46058786,5,9,9,2.642449808
19950129,4,20,21,2.518822983
36794097,2,16,49,2.870076012
53068844,5,3,3,2.560099599
52142938,5,2,2,2.572493593
51179024,5,17,17,2.668173165
37431322,4,36,37,2.84509804
49717616,4,1,2,2.558909412
50197162,5,37,38,2.553604984
41154821,5,44,52,2.58546073
33082486,5,5,5,2.59997417
25410983,5,1,1,2.662567421
40885764,4,0,1,2.510242662
14965499,5,3,4,2.551895471
42946527,5,9,9,2.642449808
51158095,2,17,21,2.556302501
48625446,5,1,1,2.662567421
49394377,5,12,14,2.494842877
40539856,4,9,11,2.312843244
51389285,5,11,22,2.403089987
51136612,5,7,7,2.561863602
44951950,5,0,14,2.590754954
49714844,5,1,1,2.662567421
42368583,5,3,6,2.697631521
27122142,4,5,5,2.638242332
12309340,5,6,11,2.742860713
35558126,4,7,8,2.459746227
37309890,1,11,21,2.361727836
49425097,5,4,10,2.584749489
51933772,5,3,6,2.697631521
30556246,5,0,0,2.671677871
12848167,5,7,9,2.549481546
34206024,3,1,2,2.619531284
27865005,3,4,4,2.448174707
52439701,5,1,2,2.548480427
31584218,5,3,6,2.697631521
26514919,3,94,116,2.783188691
49608709,4,0,3,2.847034239
17126149,5,3,4,2.551895471
52494640,5,56,58,3.000434077
30564332,5,3,3,2.560099599
52494640,4,14,15,2.532612408
32840601,5,4,4,2.595183079
24178751,4,27,39,2.624282096
25410983,4,12,12,2.648610927
38174082,4,2,3,2.620697396
36932579,5,1,4,2.518510278
43713796,4,4,4,2.520843765
13661140,4,1,2,2.558909412
51645455,5,62,71,2.624282096
49781787,3,2,2,2.475152669
49394377,5,3,4,2.551895471
25410983,5,1,3,2.558950495
12848167,4,2,3,2.620697396
24558533,5,8,10,2.632174342
51714475,3,0,2,2.441333407
47264106,4,4,5,2.700610815
52640105,5,2,6,2.603311662
30564332,5,6,11,2.742860713
38667570,3,0,4,2.629145625
35372680,5,0,0,2.671677871
39595415,5,7,7,2.561863602
49756387,5,27,32,2.739802049
12986669,5,65,68,2.346352974
12330768,5,3,3,2.560099599
52672557,3,5,7,2.693123902
17148286,3,4,12,2.681693157
41910494,5,1,1,2.662567421
33587739,5,3,3,2.560099599
12321116,5,4,23,2.320146286
18809631,4,3,4,2.597303148
52541763,4,5,5,2.638242332
48316460,5,10,12,2.566302549
12911783,5,5,8,2.634207078
14782763,5,1,2,2.548480427
16121903,3,1,28,2.552668216
13964831,5,5,11,2.432517621
42701636,4,4,7,2.6528579
49355567,5,1,3,2.558950495
49831108,5,0,0,2.671677871
52005235,2,25,27,3.447158031
14758725,5,10,12,2.566302549
53029815,5,1,2,2.548480427
30900284,5,7,12,2.582577058
49355567,1,26,56,2.903089987
12858253,4,10,13,2.321903932
38057363,5,23,24,2.53589163
50619555,5,1,5,2.361640715
51673242,4,0,3,2.847034239
16580917,5,2,13,2.418301291
35004134,5,5,5,2.59997417
32840849,5,0,3,2.513418639
47528419,5,4,4,2.595183079
46788651,5,7,8,2.583781481
46671774,5,13,14,2.569201992
52290233,5,4,5,2.508906307
35771631,4,5,6,2.540765632
51343128,5,3,8,2.225124555
52446309,4,0,0,2.68888917
14535908,3,0,0,2.607900921
25328888,5,5,6,2.491603376
52245047,5,4,4,2.595183079
12371247,4,4,6,2.55301041
49543118,5,0,0,2.671677871
50307712,5,27,27,2.892094603
52816088,5,6,6,2.649940707
35771631,4,2,4,2.476327883
27686629,5,5,5,2.59997417
52884128,5,11,12,2.507005774
52824002,5,644,708,2.740362689
53057722,4,6,7,2.741348166
49837144,5,0,0,2.671677871
49529930,5,3,3,2.560099599
41878585,5,2,4,2.723786808
52429711,5,2,2,2.572493593
29761664,4,2,2,2.531223906
37482839,5,5,12,3.443262987
50603649,3,15,18,2.548217386
32840849,5,0,5,2.561271762
46184553,5,5,5,2.59997417
49202519,1,9,12,2.511241467
14590227,1,46,49,3.11218592
52713978,4,1,3,2.466981379
24892799,5,1,2,2.548480427
52765447,4,6,8,2.619574633
44778675,5,6,6,2.649940707
36899266,5,0,0,2.671677871
35771631,4,13,14,2.55701995
53096363,2,120,153,3.204391332
42812733,5,5,6,2.491603376
53034800,5,17,20,2.723497101
39197942,1,4,5,2.779901129
52818699,5,2,2,2.572493593
26034165,5,6,6,2.649940707
49568651,5,9,13,2.32986234
17772922,5,43,56,2.562292864
52197205,5,0,0,2.671677871
51247650,5,36,45,3.000429739
33728453,5,0,0,2.671677871
40642247,2,18,19,2.227886705
26146234,5,6,13,2.711197097
34862621,5,6,13,2.711197097
18250252,5,2,3,2.563658776
29873022,5,6,8,2.594396235
50895040,4,1,1,2.589241108
53096155,5,38,39,2.774699404
23046353,4,8,8,2.803103814
31643635,5,38,40,2.752995305
36005398,5,10,11,2.728432893
51279312,3,14,21,2.932347483
36482224,4,22,24,2.822888159
52501449,5,14,14,2.695750948
53006654,5,4,4,2.595183079
42224700,5,8,9,2.453652861
43107632,3,11,12,2.930949031
53077580,4,28,29,2.745074792
33309859,5,3,5,2.634468861
48275195,4,1,1,2.589241108
12329297,3,1,1,2.579576635
12319522,4,15,15,2.723522887
51101535,5,18,18,2.687916486
52757542,5,45,47,2.245512668
29056152,5,1,15,2.670638106
34522777,4,1,1,2.589241108
23610903,3,9,16,2.401455245
14426492,5,0,0,2.671677871
42911448,5,7,7,2.561863602
13275542,5,11,35,1.995635195
29987361,5,13,17,2.516441795
49716388,1,13,31,2.465382851
52713978,5,4,15,2.399673721
47970863,5,9,9,2.642449808
19312523,4,3,4,2.597303148
47848523,5,2,2,2.572493593
49937293,4,1,1,2.589241108
51806484,5,3,3,2.560099599
28119130,1,17,17,2.222716471
35259240,2,2,6,2.551449998
47974532,5,9,9,2.642449808
36482224,5,9,9,2.642449808
51060347,5,7,17,2.633468456
50864391,5,0,0,2.671677871
51089052,5,1,1,2.662567421
41979283,5,12,16,2.707523349
52770663,5,9,9,2.642449808
52827233,5,2,3,2.563658776
53071131,4,3,7,2.904724028
51822860,5,4,9,2.431133634
52935811,5,1,4,2.518510278
23610903,5,6,6,2.649940707
25372127,5,1,1,2.662567421
52319911,5,3,3,2.560099599
52658994,5,0,0,2.671677871
52978794,3,132,164,2.943988875
20921218,1,5,38,2.511883361
19345488,5,1,9,2.450085212
48275195,5,3,4,2.551895471
20773265,4,2,4,2.476327883
37065733,5,1,4,2.518510278
36485066,2,17,50,2.870076012
30097535,4,10,12,2.894980766
43430063,5,17,20,2.723497101
51641860,5,17,19,2.593175671
34415014,5,2,2,2.572493593
48201015,4,8,10,2.847461344
28533376,4,0,0,2.68888917
51874712,4,5,8,2.504645341
35771631,4,3,3,2.462969623
14235467,5,4,6,2.62273894
51277212,5,15,15,2.565158526
38159400,5,2,2,2.572493593
50574131,5,0,0,2.671677871
15728379,4,2,2,2.531223906
51154091,5,3,5,2.634468861
51101535,4,37,39,3.28780173
35771631,4,5,6,2.540765632
51204909,4,3,4,2.597303148
51779468,5,4,5,2.508906307
43273709,5,29,35,2.673567392
50555161,3,182,197,2.012837225
52627396,5,8,9,2.453652861
43650001,5,10,10,2.593422249
49612720,5,0,1,2.591060372
13751925,5,2,3,2.563658776
47551762,5,12,12,2.640762237
42813851,2,43,48,2.352182518
24499439,3,24,43,2.813580989
52356330,5,6,7,2.54317199
45473710,4,10,10,2.751185751
14733946,5,6,10,2.447891716
52776132,5,2,4,2.723786808
52661151,5,14,14,2.695750948
12316445,5,5,10,2.57417555
52475968,3,21,23,2.444044796
16459373,4,0,4,2.629145625
40173723,3,3,3,2.732179601
34601916,5,2,8,2.491845341
35247819,5,1,1,2.662567421
25214583,4,0,3,2.847034239
39642102,4,15,17,2.568543088
49677894,4,3,4,2.597303148
37342113,4,3,4,2.597303148
51725968,5,6,6,2.649940707
43234320,2,21,35,2.565945608
33728453,4,4,4,2.520843765
50702879,5,10,12,2.566302549
14235467,5,10,11,2.728432893
38091985,5,13,19,3.013823392
48937549,4,5,6,2.540765632
50797603,5,66,68,2.346352974
12959126,5,0,0,2.671677871
48363269,5,11,12,2.507005774
52770663,5,4,16,2.681014925
45175899,5,4,6,2.62273894
48579090,2,5,9,2.597695186
51142749,5,29,29,2.588739392
51644901,4,15,18,2.716003344
28055754,5,16,37,2.579783597
27531762,5,10,11,2.728432893
46184553,5,14,15,2.608348249
37342113,4,5,9,2.772660759
53034280,5,9,10,2.679930738
50292987,5,1,3,2.558950495
40492773,5,3,3,2.560099599
43851296,5,1,1,2.662567421
21558334,5,21,21,2.544068044
51151990,4,1,1,2.589241108
51343128,5,2,3,2.563658776
25201496,4,10,10,2.751185751
50962815,3,4,9,2.696257309
38091985,5,22,26,2.16069564
52714560,2,12,21,2.505149978
51108586,5,1,1,2.662567421
51699482,4,2,5,2.577337819
51678054,5,5,6,2.491603376
33992801,5,2,6,2.603311662
52803961,5,23,25,2.477121255
52581462,5,8,9,2.453652861
14760339,5,42,44,2.303196057
35707373,4,17,22,2.575187845
51801540,5,1,6,2.392450698
28533376,4,5,7,2.625090483
52415658,2,9,11,2.451786436
52941625,5,4,4,2.595183079
24892799,5,10,11,2.728432893
52804777,5,4,4,2.595183079
37342113,4,257,264,2.658964843
44006207,4,0,0,2.68888917
26341548,4,3,3,2.462969623
38705949,5,7,9,2.549481546
49618128,5,2,4,2.723786808
12478561,5,16,19,2.55176292
52686626,5,2,2,2.572493593
42738088,4,9,11,2.312843244
52827233,4,1,4,2.52676267
52894086,5,6,8,2.594396235
19869624,3,5,6,2.60051455
52926683,4,0,3,2.847034239
25659312,5,5,6,2.491603376
12819475,5,0,1,2.591060372
13248240,5,4,4,2.595183079
38644093,5,2,10,2.6691037
50004615,5,22,25,2.075546961
12329297,5,7,8,2.583781481
13248240,5,12,12,2.640762237
53006654,3,7,7,2.715231035
13886413,5,2,2,2.572493593
52792501,5,8,8,2.49979011
32549648,5,7,8,2.583781481
52804777,5,2,2,2.572493593
30560289,5,4,4,2.595183079
52501449,5,4,4,2.595183079
49252673,5,6,13,2.711197097
53084198,5,3,3,2.560099599
50819479,5,4,4,2.595183079
29056152,5,0,4,2.51624383
33728453,4,4,4,2.520843765
33484286,4,6,6,2.558109645
34522777,5,5,6,2.491603376
53061322,5,4,7,2.585427305
51350262,5,4,4,2.595183079
15950202,5,0,0,2.671677871
14235467,4,9,17,2.653212514
15310478,5,0,11,2.548217386
24277382,4,1,11,2.397592295
13364271,5,16,16,2.648508778
49928303,5,4,5,2.508906307
52642546,5,18,18,2.687916486
12764590,5,1,7,2.550228353
43897201,5,6,7,2.54317199
52661151,5,26,26,2.736750726
27027087,5,3,3,2.560099599
50926028,5,2,3,2.563658776
49215490,5,15,15,2.565158526
17743263,5,1,5,2.361640715
49319852,5,16,17,2.466678116
29435227,5,2,2,2.572493593
35771631,4,32,33,2.737192643
43107632,3,21,22,2.444044796
49609091,5,0,0,2.671677871
12869701,4,16,17,2.470886331
49252673,5,4,10,2.584749489
16686108,5,3,4,2.551895471
12754128,5,0,8,2.609820538
14949872,5,1,9,2.450085212
49837144,5,1,24,2.166683328
43799344,4,1,4,2.52676267
53003360,5,2,8,2.491845341
52041918,5,30,32,2.471291711
50067221,3,5,5,2.530477967
50013786,5,43,45,2.971739591
50215223,4,3,4,2.597303148
12349830,5,17,18,2.686412249
52081784,4,3,6,2.796567451
52770861,4,22,23,2.511294596
49171309,5,7,7,2.561863602
51998550,4,4,4,2.520843765
53033327,1,17,41,2.741939078
41468064,5,6,7,2.54317199
45470527,5,2,5,2.676386169
50760769,5,9,9,2.642449808
50313617,5,4,5,2.508906307
48804008,5,39,42,2.456366033
41006820,5,0,1,2.591060372
53066437,4,1,1,2.589241108
18034470,5,14,15,2.608348249
45771290,4,3,4,2.597303148
25053422,5,43,49,1.851258349
51889960,5,12,12,2.640762237
31007846,5,0,3,2.513418639
52757695,5,9,9,2.642449808
52822617,2,5,8,2.424881637
51242329,3,0,0,2.607900921
52475616,5,19,19,2.747780686
49635896,4,3,3,2.462969623
24550912,5,2,3,2.563658776
12363779,4,10,11,2.429436903
22918969,1,23,26,2.698970004
24324338,5,10,12,2.566302549
45392878,4,6,6,2.558109645
51109913,5,3,4,2.551895471
43494642,5,28,32,2.674419888
45470527,4,1,4,2.52676267
14797401,5,2,2,2.572493593
33373041,5,0,0,2.671677871
13739757,3,1,2,2.619531284
44937285,5,2,3,2.563658776
34750632,5,13,13,2.533412638
52885758,4,6,7,2.741348166
12198896,5,1,2,2.548480427
52878584,5,2,6,2.603311662
40792951,5,37,38,2.553604984
52132402,4,1,2,2.558909412
51040892,4,5,9,2.772660759
21417496,3,5,17,2.269512944
18001201,5,151,157,2.269512944
36756431,4,4,4,2.520843765
52661878,5,9,9,2.642449808
29887387,4,4,6,2.55301041
37059762,5,1,2,2.548480427
50384979,2,6,8,2.45668967
52520546,5,13,27,2.004321374
33296445,5,0,0,2.671677871
53001635,5,2,3,2.563658776
21417496,3,1,4,2.744551598
16107381,5,3,3,2.560099599
48558357,4,8,8,2.803103814
39134375,4,165,179,2.012837225
52745342,1,68,125,2.796574333
17979725,5,54,62,3.098989639
46886063,4,0,2,2.611666993
